result_id,report_date,campaign_name,creative_id,message_ar,message_en,media_channel,placement,audience_cohort,impressions,unique_reach,engagements,shares,link_clicks,completed_views,observed_verification_actions,negative_feedback,spend_aed
PERF-0139,2026-05-19,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Government portal,Feed,Students,165818,126022,20164,6049,4234,16383,1482,605,1342
PERF-0140,2026-05-20,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,TikTok,Feed,Content creators,116939,93551,14033,1684,1824,44904,948,421,6136
PERF-0141,2026-05-21,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Promoted post,Parents,94873,76847,6916,2006,830,30739,216,207,1865
PERF-0142,2026-05-22,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Government portal,Promoted post,Students,11211,9866,987,207,355,2368,107,10,789
PERF-0143,2026-05-23,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Stories,Content creators,56658,37961,1139,308,456,4935,260,46,744
PERF-0144,2026-05-24,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,TikTok,Reels,Youth,51292,44111,1323,119,437,7499,302,0,3632
PERF-0145,2026-05-25,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,TikTok,Pre-roll,Content creators,56387,47929,7669,614,767,25882,330,230,591
PERF-0146,2026-05-26,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Feed,Residents,89351,68800,9632,963,2504,26144,1077,385,2411
PERF-0147,2026-05-27,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,TikTok,Pre-roll,Students,100987,70691,8483,2290,3733,33225,2576,339,403
PERF-0148,2026-05-28,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Pre-roll,Youth,129683,84294,4215,506,801,26974,577,84,3152
PERF-0149,2026-05-29,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,TikTok,Feed,Professionals,172225,148114,13330,3999,1600,78500,960,267,5426
PERF-0150,2026-05-30,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Stories,Youth,33404,27725,3327,898,1264,14694,367,133,4463
PERF-0151,2026-05-31,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Instagram,Pre-roll,Students,176359,130506,19576,5286,6656,22186,2263,0,4761
PERF-0152,2026-06-01,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Pre-roll,Professionals,70288,56933,9679,2323,3581,7971,1683,97,6182
PERF-0153,2026-06-02,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Government portal,Reels,Parents,10320,7018,421,80,173,1684,119,13,4050
PERF-0154,2026-06-03,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Instagram,Pre-roll,Content creators,27154,23896,2868,516,631,8842,151,0,4607
PERF-0155,2026-06-04,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Pre-roll,Youth,15661,10806,1081,65,411,5079,103,32,5610
PERF-0156,2026-06-05,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Instagram,Feed,Professionals,36707,32669,4900,392,1176,5227,800,98,2536
PERF-0157,2026-06-06,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",YouTube,Reels,Parents,176090,135589,23050,3227,6915,25762,2628,692,4182
PERF-0158,2026-06-07,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,YouTube,Pre-roll,Youth,168736,148488,4455,356,535,69789,284,134,2854
PERF-0159,2026-06-08,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Government portal,Promoted post,Students,160355,134698,12123,1818,2182,44450,720,0,5100
PERF-0160,2026-06-09,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Promoted post,Content creators,68002,54402,5984,778,1616,6528,549,239,4101
PERF-0161,2026-06-10,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Government portal,Feed,Residents,77031,55462,8874,976,2130,6655,852,177,4397
PERF-0162,2026-06-11,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Pre-roll,Youth,92582,82398,14008,3782,6023,44495,2771,280,1705
PERF-0163,2026-06-12,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Instagram,Promoted post,Students,95348,83906,4195,1300,1426,40275,927,84,2498
PERF-0164,2026-06-13,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,YouTube,Stories,Youth,51799,40921,4911,638,982,13095,628,147,5921
PERF-0165,2026-06-14,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Feed,Residents,78194,58646,8797,880,1847,12902,1053,88,1521
PERF-0166,2026-06-15,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Pre-roll,Professionals,38770,28302,2830,340,1189,15283,761,85,1896
PERF-0167,2026-06-16,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Feed,Parents,125732,90527,7242,869,2607,38927,704,0,5870
PERF-0168,2026-06-17,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Stories,Students,167859,115823,13899,3197,3614,28956,1879,278,1258
PERF-0169,2026-06-18,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Promoted post,Youth,10207,6328,253,28,56,570,39,10,5802
PERF-0170,2026-06-19,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,TikTok,Stories,Youth,136688,87480,5249,787,2310,37616,1663,0,4057
PERF-0171,2026-06-20,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Instagram,Feed,Parents,10528,6633,1061,297,414,2985,232,0,2585
PERF-0172,2026-06-21,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,X,Pre-roll,Students,52567,41528,1661,183,664,15781,153,33,3166
PERF-0173,2026-06-22,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,TikTok,Pre-roll,Content creators,138552,87288,2619,733,917,11347,440,26,1409
PERF-0174,2026-06-23,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",X,Feed,Youth,44959,30123,2410,627,868,3012,330,48,4700
PERF-0175,2026-06-24,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,X,Promoted post,Professionals,139658,93571,12164,2068,1825,43043,1040,0,5379
PERF-0176,2026-06-25,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",YouTube,Stories,Youth,137787,88184,10582,1799,1587,9700,317,106,3197
PERF-0177,2026-06-26,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,YouTube,Promoted post,Content creators,81771,65417,8504,2381,2636,20933,1318,340,1934
PERF-0178,2026-06-27,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",TikTok,Pre-roll,Parents,100570,70399,3520,950,739,12672,163,106,5619
PERF-0179,2026-06-28,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",X,Promoted post,Professionals,75309,57235,2289,526,664,5151,412,23,5498
PERF-0180,2026-06-29,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,YouTube,Promoted post,Residents,60493,48999,1960,431,216,9800,63,78,4096
PERF-0181,2026-01-01,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Feed,Professionals,153298,121105,8477,1780,3899,50864,2066,0,943
PERF-0182,2026-01-02,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,YouTube,Stories,Parents,13136,11691,1987,119,219,2689,57,79,4623
PERF-0183,2026-01-03,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,TikTok,Pre-roll,Residents,157903,131059,22280,3788,2451,31454,1127,0,5245
PERF-0184,2026-01-04,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Instagram,Pre-roll,Students,90650,68894,11712,703,4568,20668,1553,234,1512
PERF-0185,2026-01-05,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Instagram,Reels,Content creators,12592,9444,283,57,130,944,59,0,5268
PERF-0186,2026-01-06,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Pre-roll,Professionals,127235,87792,14925,4179,1493,28971,672,149,1341
PERF-0187,2026-01-07,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Stories,Students,51822,37830,4161,499,1165,4540,699,42,5328
PERF-0188,2026-01-08,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Stories,Professionals,43742,37181,5949,1130,773,20078,139,59,1848
PERF-0189,2026-01-09,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,X,Feed,Residents,46277,30080,4211,674,1684,10829,488,0,838
PERF-0190,2026-01-10,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",TikTok,Feed,Students,170760,136608,13661,3552,6011,75134,4328,546,631
PERF-0191,2026-01-11,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Reels,Students,17118,15406,770,100,293,2619,179,31,5239
PERF-0192,2026-01-12,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Reels,Parents,163426,125838,12584,2391,3272,37751,785,126,1011
PERF-0193,2026-01-13,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Government portal,Promoted post,Parents,106952,77005,13091,1833,1571,12321,597,0,703
PERF-0194,2026-01-14,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Pre-roll,Content creators,82214,60016,9603,2785,3745,17405,1610,96,3445
PERF-0195,2026-01-15,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,TikTok,Reels,Content creators,72368,47039,3293,790,1054,14582,601,66,6148
PERF-0196,2026-01-16,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,YouTube,Stories,Students,74712,51551,4124,1072,1815,9279,1053,0,2414
PERF-0197,2026-01-17,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Stories,Students,84381,62442,9991,899,4296,6244,945,200,4566
PERF-0198,2026-01-18,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Instagram,Stories,Parents,156902,142781,17134,2227,4626,39979,1295,514,5727
PERF-0199,2026-01-19,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Feed,Professionals,168859,113136,5657,339,1414,13576,382,113,1425
PERF-0200,2026-01-20,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Government portal,Feed,Professionals,35136,27406,1370,178,260,3289,159,41,1904
PERF-0201,2026-01-21,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Stories,Parents,118745,106871,17099,3762,6669,49161,3601,513,4857
PERF-0202,2026-01-22,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Government portal,Reels,Youth,30932,25364,4058,1217,1501,4058,570,122,3958
PERF-0203,2026-01-23,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Pre-roll,Professionals,67319,43757,7001,1680,1610,23191,580,0,5696
PERF-0204,2026-01-24,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Instagram,Stories,Content creators,154342,104953,14693,4261,6612,51427,3504,294,3354
PERF-0205,2026-01-25,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Instagram,Feed,Parents,28627,18321,1649,231,396,5130,139,66,6159
PERF-0206,2026-01-26,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,X,Reels,Professionals,20995,17846,2142,278,835,8209,468,43,1614
PERF-0207,2026-01-27,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Instagram,Feed,Content creators,59350,43919,6588,1647,1120,23277,504,198,5142
PERF-0208,2026-01-28,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Reels,Content creators,175525,133399,20010,4602,4402,18676,2553,200,1364
PERF-0209,2026-01-29,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",TikTok,Reels,Youth,149449,124043,17366,1563,5557,38453,1500,0,2862
PERF-0210,2026-01-30,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Instagram,Pre-roll,Content creators,124827,91124,2734,410,848,23692,509,55,502
PERF-0211,2026-01-31,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Instagram,Feed,Residents,106766,82210,9043,1989,3436,7399,2474,90,5770
PERF-0212,2026-02-01,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,YouTube,Stories,Parents,47164,33958,2377,309,380,7471,228,71,3584
PERF-0213,2026-02-02,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,X,Pre-roll,Youth,145005,127604,7656,1378,2603,62526,1067,230,1795
PERF-0214,2026-02-03,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,TikTok,Promoted post,Content creators,114322,93744,13124,3543,2494,9374,998,131,3435
PERF-0215,2026-02-04,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Government portal,Pre-roll,Residents,175021,110263,14334,2437,4014,15437,2609,0,911
PERF-0216,2026-02-05,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Promoted post,Residents,8490,7726,773,46,286,3090,154,0,2775
PERF-0217,2026-02-06,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",YouTube,Stories,Content creators,137831,95103,14265,2282,2282,37090,913,143,2545
PERF-0218,2026-02-07,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,X,Feed,Youth,68211,50476,3029,363,1272,27762,623,61,3437
PERF-0219,2026-02-08,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Instagram,Reels,Residents,107916,69066,4144,580,414,6216,298,124,2499
PERF-0220,2026-02-09,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",X,Feed,Parents,159113,105015,6301,1071,2079,11552,624,63,3300
PERF-0221,2026-02-10,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Promoted post,Youth,119051,95241,4762,286,714,11429,179,48,1729
PERF-0222,2026-02-11,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Government portal,Stories,Professionals,46256,34229,5134,1232,667,18141,427,205,544
PERF-0223,2026-02-12,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Instagram,Pre-roll,Youth,13770,9914,1190,369,262,3272,105,36,1261
PERF-0224,2026-02-13,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,TikTok,Reels,Professionals,42262,33810,4395,264,1538,16229,769,44,3398
PERF-0225,2026-02-14,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Feed,Professionals,177413,124189,14903,1043,4620,29805,1525,596,1204
PERF-0226,2026-02-15,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Feed,Content creators,57892,45735,1372,274,137,10519,71,14,949
PERF-0227,2026-02-16,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Feed,Students,112243,77448,8519,1107,1959,43371,1175,85,3314
PERF-0228,2026-02-17,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,YouTube,Promoted post,Students,18071,11385,342,38,55,2049,24,14,5726
PERF-0229,2026-02-18,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Promoted post,Students,174195,144582,20241,4048,8906,23133,5255,202,1653
PERF-0230,2026-02-19,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Instagram,Feed,Youth,145258,95870,10546,1055,1582,9587,427,0,1493
PERF-0231,2026-02-20,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,YouTube,Stories,Parents,65995,49496,5445,327,1634,10394,752,0,5364
PERF-0232,2026-02-21,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Feed,Residents,54334,41294,7020,1193,1544,14040,1019,281,1427
PERF-0233,2026-02-22,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Reels,Residents,113674,82982,4979,1095,996,7468,458,50,5414
PERF-0234,2026-02-23,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Government portal,Stories,Youth,99543,83616,7525,1129,3161,11706,1739,301,4956
PERF-0235,2026-02-24,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",YouTube,Pre-roll,Content creators,100382,64244,1927,366,212,16061,66,39,404
PERF-0236,2026-02-25,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Pre-roll,Content creators,33186,25553,4088,531,1104,12777,375,41,3134
PERF-0237,2026-02-26,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,TikTok,Feed,Parents,93837,67563,5405,432,1946,26350,370,0,1213
PERF-0238,2026-02-27,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,TikTok,Stories,Students,92612,62050,3103,807,714,31646,314,0,1866
PERF-0239,2026-02-28,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Pre-roll,Professionals,65358,58822,5882,823,1765,17058,1165,235,1933
PERF-0240,2026-03-01,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,X,Pre-roll,Content creators,39140,35226,4227,296,1437,8807,848,85,4865
PERF-0241,2026-03-02,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Promoted post,Content creators,141023,119870,15583,3584,3117,19179,1621,467,4390
PERF-0242,2026-03-03,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Government portal,Reels,Students,108812,90314,8128,1707,2682,46060,1261,0,2300
PERF-0243,2026-03-04,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,TikTok,Stories,Professionals,32783,22948,918,248,147,8720,43,28,5965
PERF-0244,2026-03-05,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Government portal,Promoted post,Professionals,168915,136821,6841,410,1505,64306,873,274,5662
PERF-0245,2026-03-06,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Pre-roll,Youth,103191,65010,8451,1521,3127,31855,1657,169,5351
PERF-0246,2026-03-07,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Instagram,Pre-roll,Students,60925,38992,2340,585,959,6629,374,0,3671
PERF-0247,2026-03-08,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Instagram,Stories,Youth,45319,38974,4287,986,986,14031,503,129,4655
PERF-0248,2026-03-09,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Instagram,Pre-roll,Professionals,134489,86073,4304,258,1549,22379,1038,172,1274
PERF-0249,2026-03-10,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,X,Pre-roll,Youth,163498,120989,19358,4452,4646,36297,1626,774,2221
PERF-0250,2026-03-11,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,X,Pre-roll,Content creators,109195,96092,9609,2691,4324,38437,2119,288,4307
PERF-0251,2026-03-12,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,X,Stories,Youth,116106,85918,12888,3738,5155,30930,3145,0,2987
PERF-0252,2026-03-13,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,Government portal,Reels,Content creators,177833,158271,23741,6885,6647,28489,3789,237,1729
PERF-0253,2026-03-14,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Stories,Parents,170865,148653,13379,3077,4683,75813,1499,535,2601
PERF-0254,2026-03-15,Check the Source,MSG-A,تأكد من صحة الخبر قبل مشاركته,Verify the news before sharing it,YouTube,Stories,Residents,57363,35565,1067,203,160,19561,114,21,4383
PERF-0255,2026-03-16,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,Government portal,Feed,Youth,73401,52849,2642,317,872,22725,392,79,3158
PERF-0256,2026-03-17,Check the Source,MSG-C,خذ عشر ثوان وتأكد من المصدر,Take ten seconds to check the source,Government portal,Promoted post,Residents,42737,37181,6321,885,1327,4462,809,63,5421
PERF-0257,2026-03-18,Check the Source,MSG-B,قبل ما تشارك اسأل: من المصدر؟,"Before sharing, ask: who is the source?",Government portal,Feed,Professionals,155236,135055,20258,3646,4457,13506,2318,810,3669
PERF-0258,2026-03-19,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,YouTube,Stories,Students,10652,8948,1521,365,319,4474,160,61,1639
PERF-0259,2026-03-20,Check the Source,MSG-E,المصدر والتاريخ أول خطوتين للتحقق,Source and date are the first two verification checks,YouTube,Reels,Students,91369,58476,3509,702,526,23975,352,140,4640
PERF-0260,2026-03-21,Check the Source,MSG-D,مش كل شيء تشوفه حقيقة,Not everything you see is true,Government portal,Feed,Parents,16188,12789,384,104,100,2814,43,8,2210
